accuracy,performanceScore,totalTime,averageReactionTime,incorrectAnswers,currentDifficulty,recentAvgAccuracy,recentAvgPerformance,trendScore,gamesOnCurrentLevel,recommendation
0.271,40.4,142.7,3.71,17,8,0.201,37.8,-0.126,5,downgrade
0.78,57.1,86.1,2.78,5,6,0.462,52.1,-0.059,10,maintain
0.921,77.3,60.9,2.17,0,4,0.904,92.6,0.253,2,maintain
0.17,63.0,160.5,3.05,14,8,0.156,53.7,-0.175,4,downgrade
0.911,86.9,52.7,1.76,3,6,0.835,90.6,0.16,9,upgrade
0.5,45,129.6,2.57,12,2,0.644,62.2,-0.006,5,maintain
0.967,75.1,59.5,1.93,0,5,0.868,80.3,-0.009,4,upgrade
0.368,56.6,114.8,2.7,12,5,0.451,47.9,-0.02,3,downgrade
0.223,32.1,137.9,3.77,9,8,0.1,50.2,-0.166,3,downgrade
0.903,87.7,24.9,0.98,0,2,0.79,84.3,0.138,7,upgrade
0.578,55.6,103.7,2.32,9,1,0.793,71.8,-0.143,1,maintain
0.5,63.7,108.3,2.22,8,2,0.562,59.4,0.058,9,maintain
0.422,19.5,93.7,3.4,9,2,0.646,9.7,-0.076,3,downgrade
0.444,21.8,128.5,3.66,4,5,0.453,38.0,-0.009,1,downgrade
0.647,45,121.5,3.07,4,6,0.479,64.5,-0.115,4,maintain
0.605,60.1,73.0,1.95,9,2,0.738,73.5,-0.273,2,maintain
0.611,83.0,109.2,2.18,10,8,0.769,62.0,-0.005,6,maintain
0.43,44.4,91.2,2.73,7,7,0.375,64.6,0.169,6,downgrade
0.206,41.0,177.6,3.48,15,8,0.166,36.7,-0.411,4,downgrade
0.927,76.7,63.8,2.11,0,5,0.908,81.1,0.207,9,upgrade
0.776,57.9,70.1,2.85,4,1,0.647,45,-0.097,8,maintain
0.481,42.0,127.6,3.61,8,6,0.677,44.6,-0.242,3,downgrade
0.886,85.5,47.7,1.8,1,7,0.906,90.1,0.072,8,upgrade
0.379,41.7,132.6,3.44,4,7,0.304,40.5,-0.188,8,downgrade
0.909,87.4,64.9,2.2,0,5,0.844,90.9,0.122,5,upgrade
0.347,35.3,158.8,3.29,16,4,0.333,15.5,-0.33,2,downgrade
0.283,20.8,142.6,3.91,16,7,0.209,30.6,-0.018,6,downgrade
0.196,11.9,132.2,4.09,17,7,0.541,5,-0.14,6,downgrade
0.259,31.9,96.5,3.23,4,5,0.179,37.3,-0.065,4,downgrade
0.283,40.1,100.9,2.38,9,1,0.655,70.9,-0.117,1,maintain
0.736,83.4,76.1,1.92,6,4,0.868,87.8,-0.439,10,maintain
0.886,78.5,96.7,2.51,5,5,0.906,100,0.113,5,upgrade
0.899,69.4,95.6,2.45,1,7,0.87,89.7,0.054,2,maintain
0.945,91.4,51.8,1.3,4,4,0.891,71.5,-0.053,9,upgrade
0.264,24.1,159.5,4.25,14,6,0.05,30.2,-0.336,5,downgrade
0.917,68.6,51.6,2.33,0,4,0.956,89.5,0.012,2,maintain
0.816,94.1,73.1,1.71,3,1,0.896,84.3,0.174,6,upgrade
0.593,68.1,89.6,1.99,5,4,0.645,64.5,-0.104,5,maintain
0.944,84.2,38.0,1.57,0,1,0.828,85.9,0.176,5,upgrade
0.872,99.5,45.6,1.22,1,4,0.936,96.0,0.098,7,upgrade
0.852,75.9,67.9,2.35,6,2,0.952,85.7,0.27,1,maintain
0.954,84.8,54.5,1.7,1,2,0.971,83.9,0.107,8,upgrade
0.221,42.1,152.8,3.42,13,8,0.05,57.6,-0.025,4,downgrade
0.25,17.9,128.3,3.91,13,4,0.05,13.5,0.032,2,downgrade
0.392,39.4,138.2,3.13,12,6,0.255,51.6,-0.156,7,downgrade
0.908,93.1,58.1,1.89,3,4,0.912,90.9,-0.09,8,upgrade
0.396,21.9,90.5,3.79,8,7,0.291,15.3,-0.085,8,downgrade
0.503,18.7,164.8,3.42,14,8,0.393,7.8,-0.043,2,downgrade
0.887,88.2,114.1,2.71,2,7,0.95,94.0,0.29,9,upgrade
0.209,41.3,106.2,3.23,9,8,0.11,36.8,-0.052,3,downgrade
0.559,59.9,149.6,3.15,7,6,0.804,59.3,-0.057,8,maintain
0.162,44.9,145.4,3.38,13,6,0.05,62.7,-0.171,7,downgrade
0.744,55.0,102.4,2.78,4,7,0.805,60.7,-0.139,5,maintain
0.259,23.4,140.7,4.32,12,5,0.05,33.6,-0.304,2,downgrade
0.373,12.4,124.4,3.69,9,3,0.359,29.8,-0.11,6,downgrade
0.866,76.2,67.8,2.31,0,7,0.975,88.3,0.039,9,upgrade
0.467,29.7,110.4,3.91,8,7,0.471,17.3,-0.448,6,downgrade
0.303,42.9,120.0,2.87,6,5,0.203,45.0,-0.324,5,downgrade
0.164,19.1,115.7,3.66,8,2,0.091,41.7,0.226,4,downgrade
0.416,33.7,100.6,3.14,8,2,0.383,34.5,-0.082,5,downgrade
0.455,50.8,99.6,2.76,7,4,0.437,63.2,0.123,7,downgrade
0.215,24.0,160.6,3.64,14,8,0.282,21.1,-0.321,3,downgrade
0.832,55.8,82.6,2.4,1,5,0.84,79.9,0.001,10,maintain
0.353,45.0,106.3,2.82,9,4,0.41,48.1,0.015,5,downgrade
0.165,30.0,143.3,3.01,14,2,0.266,35.1,0.011,4,downgrade
0.738,81.4,143.7,3.25,5,8,0.855,83.0,-0.428,9,maintain
0.66,55.4,106.3,3.05,0,3,0.727,60.2,0.034,9,maintain
0.725,66.7,120.4,2.86,7,8,0.947,84.0,-0.064,2,maintain
0.779,74.7,94.5,2.23,4,2,0.88,81.9,0.173,4,upgrade
0.451,48.2,118.7,2.44,12,7,0.498,63.1,0.087,1,downgrade
0.388,31.4,157.1,3.45,6,6,0.353,45.8,-0.156,2,downgrade
0.81,97.5,65.0,1.56,3,6,0.92,85.1,-0.052,3,upgrade
0.586,56.7,125.2,2.88,7,5,0.705,66.2,0.07,3,maintain
0.5,70.6,94.5,1.93,8,4,0.72,64.3,0.107,3,maintain
0.871,63.1,101.4,2.3,2,8,0.651,58.3,0.173,6,maintain
0.318,48.1,135.6,2.7,14,3,0.526,49.2,-0.254,6,downgrade
0.758,84.8,63.7,1.87,7,3,0.724,77.9,0.11,9,maintain
0.778,55.9,117.2,2.58,8,3,0.652,57.3,-0.066,1,maintain
0.86,83.5,100.8,2.32,2,6,0.831,92.9,0.13,4,upgrade
0.821,84.3,88.6,2.14,5,4,0.874,92.9,0.107,9,upgrade
0.216,27.1,118.7,3.87,9,5,0.119,23.0,-0.083,2,downgrade
0.634,68.2,115.2,2.47,8,4,0.506,64.8,0.032,4,maintain
0.894,77.0,68.2,2.12,0,5,0.91,75.4,0.126,4,upgrade
0.312,46.1,123.8,2.99,7,4,0.229,53.2,-0.207,5,downgrade
0.459,34.7,128.1,3.55,7,4,0.441,45.7,0.082,2,downgrade
0.92,64.5,89.9,2.85,2,4,0.658,67.3,0.106,6,maintain
0.766,71.8,72.8,2.13,3,2,0.934,85.9,-0.292,5,maintain
0.39,43.4,116.8,3.45,17,5,0.315,45.6,0.056,4,downgrade
0.777,84.8,72.9,2.23,2,8,0.902,78.3,-0.157,5,maintain
0.698,65.5,74.4,3.1,4,5,0.621,79.9,0.262,7,maintain
0.945,92.6,57.4,1.95,0,4,0.901,88.9,0.001,10,upgrade
0.778,74.0,91.4,2.0,0,7,0.863,81.8,0.216,1,maintain
0.749,78.2,81.7,1.86,7,1,0.84,74.2,-0.318,5,maintain
0.832,98.0,76.2,2.44,4,7,0.911,99.4,-0.09,7,upgrade
0.5,71.4,100.8,2.74,10,5,0.84,69.4,-0.399,1,maintain
0.93,70.8,69.0,2.55,0,4,0.868,88.5,0.068,4,upgrade
0.366,41.7,150.1,3.07,15,7,0.377,44.6,-0.124,5,downgrade
0.831,82.4,93.6,1.99,3,6,0.977,89.6,0.085,9,upgrade
0.71,61.1,112.6,2.8,2,4,0.566,72.9,-0.006,5,maintain
0.526,58.9,91.2,2.65,5,7,0.724,76.4,0.046,5,maintain
0.5,47.7,131.3,3.06,13,3,0.84,59.5,-0.015,3,maintain
0.862,77.9,91.5,2.38,3,3,0.935,79.5,0.12,6,upgrade
0.257,32.0,111.1,3.75,11,7,0.323,28.4,-0.049,7,downgrade
0.945,85.1,90.4,2.52,0,5,0.906,86.7,0.072,4,upgrade
0.983,80.7,86.5,2.07,0,6,0.968,78.2,0.104,5,upgrade
0.402,36.2,125.7,3.23,14,2,0.422,36.9,-0.116,6,downgrade
0.838,84.9,70.1,1.92,1,4,0.848,93.0,0.122,5,upgrade
0.435,16.0,159.5,3.84,8,7,0.582,23.2,-0.192,3,downgrade
0.806,83.1,97.5,2.2,4,5,0.905,96.0,-0.09,5,upgrade
0.6,27.3,122.6,3.78,9,5,0.669,22.1,0.045,1,downgrade
0.976,68.7,46.7,1.73,0,1,0.901,92.9,0.121,6,upgrade
0.214,5.3,113.8,3.92,10,2,0.278,16.2,-0.129,3,downgrade
0.596,52.1,112.0,2.8,8,5,0.619,55.1,0.04,10,maintain
0.921,87.9,69.9,1.92,3,2,0.887,89.8,0.027,8,upgrade
0.851,85.8,69.5,2.46,4,8,0.872,92.9,-0.448,10,maintain
0.331,39.3,132.9,3.42,11,7,0.352,40.0,-0.129,8,downgrade
0.395,33.8,123.5,3.48,13,2,0.272,29.5,0.198,1,downgrade
0.976,90.8,55.6,1.99,0,5,0.863,84.4,0.138,9,upgrade
0.946,74.7,88.0,2.36,1,3,0.966,88.9,0.007,1,maintain
0.933,77.2,41.0,2.1,0,2,0.945,88.1,0.275,4,upgrade
0.205,16.9,155.5,3.77,13,2,0.283,32.4,-0.221,1,downgrade
0.262,44.0,117.5,3.42,6,5,0.262,39.5,-0.009,6,downgrade
0.307,41.0,154.7,3.67,12,6,0.678,29.3,-0.091,3,downgrade
0.262,24.0,117.7,3.1,13,3,0.266,45.0,0.119,3,downgrade
0.687,73.5,109.7,2.39,7,5,0.84,79.9,0.148,3,maintain
0.486,39.2,128.5,3.67,7,3,0.391,46.9,-0.011,2,downgrade
0.323,30.8,180,3.65,14,7,0.191,24.5,0.025,2,downgrade
0.565,82.4,52.8,1.84,4,1,0.743,69.0,-0.077,9,maintain
0.308,25.5,105.3,3.85,6,6,0.339,68.7,0.196,7,downgrade
0.854,79.6,79.3,2.67,0,6,0.921,87.9,0.295,1,maintain
0.879,84.9,73.9,2.45,3,7,0.923,100,0.062,10,upgrade
0.281,37.9,97.2,3.48,14,2,0.386,49.3,0.075,3,downgrade
0.38,35.8,121.8,3.57,5,3,0.448,34.6,-0.284,7,downgrade
0.297,30.5,125.6,3.6,10,4,0.282,44.7,-0.214,2,downgrade
0.984,83.5,60.3,1.97,0,2,0.924,75.3,-0.037,5,upgrade
0.405,28.8,115.3,4.27,11,5,0.357,42.9,-0.384,2,downgrade
0.711,55.2,101.2,3.43,0,5,0.768,49.1,-0.029,5,maintain
0.84,88.2,108.3,2.38,3,6,0.871,80.4,0.054,10,upgrade
0.922,75.4,54.1,2.12,0,3,0.881,95.2,0.228,7,upgrade
0.5,66.5,123.4,2.64,14,6,0.741,45,0.028,8,maintain
0.42,33.7,140.4,3.02,10,3,0.446,47.3,-0.189,1,downgrade
0.635,45,77.4,2.41,5,6,0.714,61.2,-0.162,2,maintain
0.945,89.0,56.4,1.91,0,6,0.911,80.5,0.24,5,upgrade
0.911,76.5,98.0,2.43,4,5,0.93,90.8,0.106,8,upgrade
0.958,73.4,68.4,2.53,1,4,0.896,89.4,0.15,4,upgrade
0.86,88.8,60.6,1.84,4,3,0.992,85.7,0.027,9,upgrade
0.97,85.0,78.0,2.01,3,7,0.858,79.2,0.011,9,upgrade
0.635,59.0,96.3,2.88,4,3,0.588,53.4,0.215,5,maintain
0.174,31.2,127.1,4.12,14,8,0.05,47.1,0.005,2,downgrade
0.869,72.3,63.5,2.01,0,4,0.952,90.6,-0.287,7,maintain
0.766,85.7,74.5,1.92,1,3,0.902,87.7,-0.4,3,maintain
0.814,62.4,97.0,2.53,1,7,0.748,71.7,0.064,4,maintain
0.637,77.9,103.9,2.75,11,7,0.54,59.9,0.012,5,maintain
0.259,13.6,180,3.99,17,5,0.271,5,-0.226,1,downgrade
0.973,83.4,75.0,1.79,3,6,0.859,79.8,-0.013,6,upgrade
0.351,50.1,118.7,2.98,7,2,0.227,50.7,-0.127,8,downgrade
0.46,62.9,144.5,2.57,14,7,0.593,68.9,-0.243,7,downgrade
0.727,67.2,98.5,2.35,4,3,0.963,78.1,-0.272,9,maintain
0.534,45,134.2,3.09,6,4,0.84,70.9,0.159,7,maintain
0.843,69.5,87.8,2.45,1,6,0.89,83.9,0.1,9,upgrade
0.884,81.2,65.7,2.22,0,4,0.956,73.7,0.068,9,upgrade
0.371,28.1,154.1,3.58,6,7,0.317,35.9,-0.171,1,downgrade
0.412,19.2,180,3.72,11,8,0.586,27.1,-0.3,3,downgrade
0.571,83.8,74.4,2.12,9,6,0.627,77.0,-0.001,7,maintain
0.696,67.2,90.4,2.49,3,4,0.611,51.9,-0.072,1,maintain
0.5,58.1,81.6,2.76,5,4,0.786,79.9,0.069,6,maintain
0.396,37.1,144.9,3.15,17,5,0.331,67.5,-0.201,1,downgrade
0.7,57.8,89.4,2.71,5,5,0.576,66.7,-0.187,7,maintain
0.956,81.6,67.0,1.99,0,2,0.883,81.3,0.07,5,upgrade
0.877,77.8,88.0,2.26,3,4,0.884,91.0,-0.038,6,upgrade
0.242,44.2,140.6,3.18,10,2,0.333,62.0,-0.28,1,downgrade
0.546,55.9,87.2,2.87,5,4,0.58,73.8,0.085,8,maintain
0.213,37.5,138.3,3.34,11,8,0.248,28.9,-0.417,6,downgrade
0.959,82.2,40.5,1.55,0,1,0.979,76.7,0.078,8,upgrade
0.908,90.1,71.5,1.89,0,7,0.923,78.4,0.058,6,upgrade
0.339,45.4,180,3.18,14,8,0.39,28.4,-0.188,5,downgrade
0.871,93.0,54.2,2.03,1,4,1.0,76.1,0.127,9,upgrade
0.353,32.6,101.2,3.17,7,3,0.346,57.0,-0.206,3,downgrade
0.633,62.7,99.5,2.49,2,7,0.647,59.0,0.35,8,maintain
0.341,34.0,103.7,3.06,7,1,0.623,79.9,-0.049,8,maintain
0.927,98.4,44.6,1.88,1,4,0.913,74.4,0.007,10,upgrade
0.898,79.8,76.5,2.05,1,4,0.819,83.2,-0.049,10,upgrade
0.895,98.9,47.7,1.58,1,1,0.905,93.4,-0.003,9,upgrade
0.576,68.3,93.1,2.37,5,1,0.549,68.4,-0.093,7,maintain
0.467,55.9,78.2,2.87,6,6,0.396,58.7,-0.197,5,downgrade
0.811,88.7,70.0,1.87,8,4,0.877,80.6,0.102,6,upgrade
0.94,84.1,64.7,1.9,1,5,0.862,89.1,-0.002,2,maintain
0.815,84.1,59.2,2.25,4,5,0.901,87.3,0.238,3,upgrade
0.949,76.9,61.7,2.42,0,8,0.884,89.1,0.033,1,maintain
0.83,86.7,62.4,1.96,3,1,0.916,82.3,0.095,7,upgrade
0.92,53.0,100.5,3.28,2,8,0.45,79.9,0.02,9,maintain
0.28,40.2,119.4,3.12,18,5,0.378,39.6,-0.11,1,downgrade
0.855,81.3,71.6,2.42,0,7,0.91,84.9,0.146,5,upgrade
0.371,23.0,179.2,3.25,14,4,0.514,39.0,-0.166,6,downgrade
0.883,70.1,76.4,2.51,5,3,0.941,85.2,0.121,2,maintain
0.909,96.2,70.8,1.71,4,7,0.898,92.4,0.095,3,upgrade
0.334,19.9,173.2,4.26,6,8,0.596,18.9,-0.187,7,downgrade
0.293,31.4,120.3,2.96,14,5,0.223,54.8,0.017,1,downgrade
0.291,24.6,148.2,3.36,16,6,0.314,24.4,0.048,8,downgrade
0.855,70.2,94.2,2.48,6,1,0.964,83.1,0.012,8,upgrade
0.243,39.4,117.8,3.36,6,5,0.059,43.8,-0.148,6,downgrade
0.888,69.0,62.7,2.67,3,3,0.86,90.7,-0.226,7,maintain
0.957,80.0,66.9,2.15,3,4,0.95,81.7,-0.041,10,upgrade
0.706,52.5,133.4,3.0,6,7,0.734,64.6,-0.128,2,maintain
0.187,34.1,151.0,3.23,11,6,0.183,42.5,-0.279,2,downgrade
0.719,56.5,79.3,2.49,8,2,0.833,76.7,-0.049,5,maintain
0.747,75.8,98.8,2.29,6,8,0.94,90.7,-0.192,3,maintain
0.264,60.4,90.4,2.45,13,5,0.119,58.9,-0.248,8,downgrade
0.266,52.4,173.9,3.1,19,4,0.284,63.6,-0.08,3,downgrade
0.658,83.5,61.4,1.84,5,3,0.625,53.2,-0.043,3,maintain
0.755,80.0,77.9,2.33,1,6,0.88,84.0,0.123,8,upgrade
0.296,28.8,83.5,3.08,5,2,0.189,20.4,-0.076,5,downgrade
0.881,87.0,83.9,1.87,3,2,0.857,93.6,0.177,5,upgrade
0.877,97.1,71.6,1.68,4,6,0.91,90.7,0.192,7,upgrade
0.961,92.6,82.7,2.07,1,8,0.966,82.7,0.31,10,maintain
0.786,69.7,102.9,2.68,4,6,0.588,66.8,0.3,6,maintain
0.89,92.2,59.7,1.68,2,4,0.87,87.0,-0.048,4,upgrade
0.317,45.3,134.6,3.25,8,8,0.44,54.1,-0.018,5,downgrade
0.635,71.2,107.1,2.56,2,5,0.84,60.9,0.142,9,maintain
0.923,85.8,57.3,1.87,2,1,0.92,89.9,0.11,5,upgrade
0.818,84.7,77.0,2.14,5,4,0.957,92.3,-0.059,7,upgrade
0.568,41.2,115.6,3.29,5,6,0.636,30.0,-0.204,7,downgrade
0.437,40.7,122.4,2.83,9,3,0.614,14.9,0.004,3,downgrade
0.844,79.3,66.6,2.33,1,5,0.969,77.7,0.005,8,upgrade
0.853,80.5,46.9,1.9,3,2,0.907,92.3,0.073,5,upgrade
0.846,83.5,88.4,2.64,3,7,0.911,86.0,0.142,4,upgrade
0.751,87.0,72.6,2.15,5,5,0.871,91.3,0.035,1,maintain
0.928,90.3,62.9,1.28,4,6,0.879,85.2,0.045,3,upgrade
0.527,70.5,98.5,2.55,10,8,0.668,79.9,-0.011,8,maintain
0.833,65.2,96.4,2.49,4,1,0.939,87.2,-0.238,7,maintain
0.985,88.0,45.5,1.54,0,1,0.904,86.2,0.157,4,upgrade
0.422,24.7,117.7,3.41,11,2,0.375,16.8,-0.249,5,downgrade
0.5,74.3,68.0,2.17,11,7,0.63,63.7,0.345,9,maintain
0.576,59.0,88.9,2.84,5,8,0.653,58.1,-0.179,3,maintain
0.415,31.2,154.4,3.87,9,8,0.57,19.0,-0.369,4,downgrade
0.827,77.2,82.8,2.58,3,7,0.896,86.2,0.081,4,upgrade
0.862,89.9,54.9,1.7,1,4,0.896,85.0,0.085,9,upgrade
0.684,54.8,94.8,2.56,10,2,0.84,79.9,-0.039,1,maintain
0.934,73.7,48.2,2.1,1,2,0.934,81.5,-0.298,10,maintain
0.842,89.4,90.3,2.26,4,7,0.819,83.2,0.071,8,upgrade
1.0,85.3,41.5,1.67,1,3,0.976,81.9,0.002,7,upgrade
0.869,83.4,73.3,2.1,0,4,0.911,98.0,-0.044,5,upgrade
0.841,76.5,35.6,1.8,0,1,0.985,77.2,-0.023,3,upgrade
0.24,43.1,156.9,3.44,17,5,0.556,54.4,-0.473,4,downgrade
0.227,26.7,120.5,3.81,7,5,0.358,26.9,-0.002,3,downgrade
0.991,87.8,80.0,2.05,2,8,0.896,99.2,-0.057,10,maintain
0.929,83.7,46.3,1.64,5,2,0.933,80.2,0.139,7,upgrade
0.396,38.9,143.4,3.19,15,6,0.406,42.9,-0.335,1,downgrade
0.602,66.3,57.9,2.44,3,2,0.647,79.9,-0.059,4,maintain
0.685,57.9,62.8,1.99,4,3,0.84,73.8,-0.133,7,maintain
0.902,62,90.7,2.47,3,1,0.817,89.7,0.042,5,upgrade
0.358,39.3,122.8,3.44,7,3,0.529,45.0,-0.156,3,downgrade
0.816,72.5,84.3,2.41,2,5,0.931,82.5,0.052,4,upgrade
0.457,16.6,113.6,3.96,5,5,0.438,19.2,0.152,6,downgrade
0.651,64.9,64.6,2.33,4,2,0.558,68.1,-0.133,1,maintain
0.347,42.3,145.1,3.57,10,7,0.231,18.0,0.021,8,downgrade
0.265,44.2,125.3,2.66,19,2,0.505,36.5,0.182,7,downgrade
0.865,83.6,64.1,2.03,3,3,0.966,84.9,0.01,8,upgrade
0.948,91.3,54.6,1.48,0,2,0.848,95.7,-0.055,3,upgrade
0.89,75.2,60.0,1.99,0,3,0.906,65.3,0.073,9,upgrade
0.984,86.5,83.1,2.37,0,8,0.944,95.5,-0.044,6,maintain
0.19,36.1,140.4,3.63,11,5,0.235,34.2,0.01,1,downgrade
0.819,79.0,63.0,2.26,0,5,0.857,81.8,0.005,3,upgrade
0.318,40.5,119.5,2.7,11,3,0.05,50.0,0.047,8,downgrade
0.814,82.0,80.4,2.16,6,6,0.933,86.4,-0.44,7,maintain
0.19,35.1,108.9,3.35,9,4,0.384,39.9,-0.181,7,downgrade
0.781,67.1,86.1,2.29,1,3,0.877,88.6,0.036,2,maintain
0.943,79.5,78.8,2.04,4,1,0.936,77.2,0.014,5,upgrade
0.465,13.8,139.1,4.6,10,8,0.261,44.3,-0.377,5,downgrade
0.219,37.8,131.4,3.22,20,5,0.198,48.2,-0.023,3,downgrade
0.929,75.8,49.0,1.73,0,1,0.964,77.8,0.041,8,upgrade
0.778,83.9,118.9,2.37,9,5,0.736,73.3,0.125,8,maintain
0.319,49.7,89.1,2.78,9,3,0.202,75.7,-0.14,8,downgrade
0.797,76.7,32.2,1.55,0,1,0.595,74.5,0.093,6,maintain
0.733,76.2,109.5,2.08,8,4,0.888,83.2,0.165,2,maintain
0.974,96.5,52.0,1.54,0,5,0.895,84.9,0.047,8,upgrade
0.216,41.5,126.9,3.1,12,4,0.28,53.7,-0.023,8,downgrade
0.988,80.0,80.5,2.2,5,6,0.962,95.2,0.001,6,upgrade
0.793,64.8,68.1,1.91,6,2,0.719,53.9,0.066,1,maintain
0.66,68.4,72.7,2.39,6,5,0.53,72.7,-0.053,6,maintain
0.668,53.5,103.5,2.9,7,4,0.551,67.2,-0.081,4,maintain
0.603,62.7,112.6,2.67,8,1,0.753,49.2,-0.098,4,maintain
0.523,45,126.2,3.16,7,3,0.759,79.6,0.188,4,maintain
0.933,62.2,81.6,2.77,0,6,0.864,83.0,0.208,1,maintain
0.327,32.2,112.1,3.38,10,3,0.47,40.3,-0.04,8,downgrade
0.806,76.1,54.8,2.25,1,2,0.729,59.4,0.166,3,maintain
0.92,67.5,90.4,2.27,0,4,0.547,52.1,-0.164,1,maintain
0.888,92.0,61.2,2.14,2,8,0.904,94.6,-0.047,7,maintain
0.417,32.5,130.1,3.47,9,1,0.634,48.6,0.076,4,maintain
0.397,20.6,93.9,3.25,3,3,0.477,30.3,0.098,8,downgrade
0.781,69.8,97.3,2.77,3,8,0.713,58.2,0.08,8,maintain
0.676,88,111.8,2.33,7,6,0.688,54.6,0.064,6,maintain
0.592,53.5,82.9,2.32,5,1,0.84,49.8,-0.075,8,maintain
0.898,84.3,38.5,1.46,2,3,0.873,82.8,0.194,2,maintain
1.0,100,43.1,1.3,1,3,0.896,91.1,0.094,4,upgrade
0.934,89.2,48.5,2.22,0,7,0.912,83.3,-0.09,6,upgrade
0.63,69.2,121.8,2.46,8,6,0.526,70.2,0.099,7,maintain
0.811,61.1,106.5,2.68,3,8,0.528,45,-0.335,9,maintain
0.996,73.2,64.4,2.21,0,1,0.85,71.5,0.098,8,upgrade
0.185,47.8,77.5,2.64,7,2,0.285,55.5,-0.067,6,downgrade
0.92,51.0,84.4,3.12,1,6,0.597,76.3,-0.125,7,maintain
0.884,77.5,80.1,2.22,5,2,0.851,79.9,0.092,6,upgrade
0.92,72.8,70.2,2.11,0,1,0.726,73.4,-0.101,5,maintain
0.929,91.5,48.2,1.32,0,2,0.844,88.7,0.213,6,upgrade
0.188,40.5,146.6,2.87,19,5,0.342,53.4,0.102,2,downgrade
0.475,40.2,129.8,3.18,10,5,0.509,31.0,-0.193,4,downgrade
0.917,88.1,86.5,2.37,2,7,0.953,85.5,0.034,4,upgrade
0.709,45,124.4,3.16,7,7,0.738,63.8,0.25,4,maintain
0.417,37.8,125.4,3.76,5,8,0.469,56.6,-0.014,7,downgrade
0.353,33.6,142.5,3.28,6,4,0.427,42.0,-0.14,3,downgrade
0.814,84.1,57.8,1.58,4,3,0.904,84.5,-0.183,4,maintain
0.881,75.1,103.5,2.79,3,4,0.903,95.7,0.15,8,upgrade
0.895,72.3,96.6,2.06,2,6,0.86,86.1,0.018,1,maintain
0.836,88.0,89.9,2.04,3,6,0.831,85.0,-0.064,7,upgrade
0.9,77.4,77.9,2.52,1,6,0.75,94.6,-0.09,3,upgrade
0.294,20.9,158.2,3.83,17,7,0.28,25.0,0.098,8,downgrade
0.888,93.2,94.5,2.34,0,7,0.847,86.3,0.043,8,upgrade
0.866,71.5,47.7,1.89,3,1,0.875,80.9,-0.046,3,upgrade
0.969,63.4,85.0,2.5,0,4,0.891,86.7,0.054,10,upgrade
0.452,21.9,118.7,3.39,11,2,0.782,27.1,0.061,3,downgrade
0.935,90.2,76.7,1.87,4,5,0.897,97.8,-0.04,4,upgrade
0.726,79.3,56.8,2.27,4,3,0.891,78.1,-0.268,9,maintain
0.818,85.9,102.1,2.15,6,5,0.931,87.0,0.036,3,upgrade
0.238,26.8,155.2,3.89,9,7,0.131,32.9,-0.165,5,downgrade
0.515,82.6,104.9,2.11,9,3,0.84,66.6,0.07,10,maintain
0.423,26.9,122.4,3.46,8,5,0.608,29.5,-0.249,2,downgrade
0.441,28.8,138.3,3.64,11,2,0.439,32.7,-0.156,4,downgrade
0.898,81.8,88.6,2.18,0,6,0.923,93.2,0.017,6,upgrade
0.33,31.5,180,3.88,11,6,0.663,46.2,0.139,6,downgrade
0.867,56.0,87.1,3.14,1,7,0.84,79.9,-0.011,8,maintain
0.94,88.4,77.8,1.75,0,5,0.944,84.7,0.121,6,upgrade
0.904,95.4,60.3,1.61,1,3,0.878,88.8,-0.034,3,upgrade
0.869,94.9,51.1,1.57,4,6,0.923,84.1,0.145,6,upgrade
0.87,90.5,66.5,1.63,4,2,0.937,82.4,-0.021,6,upgrade
0.889,80.3,111.3,2.84,3,4,0.882,94.8,-0.079,6,upgrade
0.884,91.2,77.3,1.79,2,5,0.903,84.1,0.057,8,upgrade
0.392,25.1,91.7,3.6,4,4,0.446,35.6,-0.164,1,downgrade
0.248,29.0,147.0,3.67,18,6,0.415,43.8,0.047,7,downgrade
1.0,90.0,78.4,1.88,0,6,0.916,86.7,0.129,6,upgrade
0.834,88.0,64.3,1.6,4,5,0.849,83.1,0.07,6,upgrade
0.27,31.3,127.2,3.4,12,8,0.217,48.5,-0.199,3,downgrade
0.249,16.9,116.4,3.66,11,5,0.211,27.4,-0.132,3,downgrade
0.345,13.8,129.5,4.15,8,4,0.297,18.7,-0.126,4,downgrade
0.477,21.4,173.0,4.11,7,6,0.749,14.3,-0.083,7,downgrade
0.183,26.3,119.3,3.45,10,3,0.366,32.2,-0.156,3,downgrade
0.93,93.0,59.7,1.75,0,2,0.969,80.2,0.117,7,upgrade
0.289,21.7,179.2,3.96,10,6,0.373,19.2,-0.133,4,downgrade
0.929,86.9,51.1,1.8,1,3,0.941,66.4,0.126,4,upgrade
0.883,83.8,65.0,2.0,2,4,0.952,83.4,0.177,10,upgrade
0.752,55.7,119.1,2.67,8,4,0.84,56.8,-0.012,4,maintain
0.894,71.5,68.4,2.3,1,5,0.892,94.5,0.167,5,upgrade
0.651,55.2,99.7,3.24,4,7,0.84,66.5,-0.057,5,maintain
0.642,57.5,129.0,3.07,7,8,0.703,74.4,0.035,4,maintain
0.956,84.2,50.6,1.67,0,5,0.951,86.5,0.021,4,upgrade
0.93,90.1,58.5,2.1,0,5,0.847,84.6,0.105,9,upgrade
0.435,33.5,148.6,3.38,8,8,0.528,20.2,-0.157,7,downgrade
